longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.17,37.45,33,1828,396,766,378,4.4531,500001,NEAR BAY
-122.18,37.45,43,2061,437,817,385,4.4688,460200,NEAR BAY
-122.19,37.45,18,1636,414,853,439,5.1032,464600,NEAR OCEAN
-122.19,37.44,38,3383,456,1203,465,9.3198,500001,NEAR OCEAN
-122.2,37.43,38,3626,528,1350,532,7.3681,500001,NEAR OCEAN
-122.2,37.43,40,2223,412,1050,417,5.2421,444500,NEAR OCEAN
-122.2,37.43,22,3294,744,1337,655,5.2391,500001,NEAR OCEAN
-122.21,37.43,23,5741,1012,1843,888,5.7211,500001,NEAR OCEAN
-122.19,37.42,47,932,167,295,116,8.4375,500001,NEAR OCEAN
-122.21,37.42,28,564,72,191,79,11.9666,500001,NEAR OCEAN
-122.2,37.4,30,2612,338,980,324,10.0481,500001,NEAR OCEAN
-122.2,37.35,17,3095,442,1173,424,13.2986,500001,NEAR BAY
-122.22,37.37,26,440,202,322,218,5.1831,350000,NEAR OCEAN
-122.22,37.4,32,2297,287,814,283,15.0001,500001,NEAR OCEAN
-122.27,37.45,41,830,136,353,153,6.3824,500001,NEAR OCEAN
-122.27,37.43,33,1601,223,629,215,15.0001,500001,NEAR OCEAN
-122.26,37.38,28,1103,164,415,154,7.8633,500001,NEAR OCEAN
-122.46,37.51,23,949,151,399,149,5.6286,411300,NEAR OCEAN
-122.47,37.5,25,950,259,404,195,3.1937,319200,NEAR OCEAN
-122.47,37.51,15,4974,764,2222,774,6.7606,364300,NEAR OCEAN
-122.53,37.5,19,4768,807,2199,805,6.1896,331100,NEAR OCEAN
-122.51,37.53,17,1574,262,672,241,7.2929,355800,NEAR OCEAN
-122.49,37.5,21,1209,309,801,259,4.5625,500000,NEAR OCEAN
-122.34,37.46,21,1799,293,576,277,7.439,500001,NEAR OCEAN
-122.33,37.39,52,573,102,232,92,6.2263,500001,NEAR OCEAN
-122.27,37.24,30,2762,593,1581,502,5.1002,319400,NEAR OCEAN
-119.77,34.44,24,5652,1313,2312,1294,2.4717,295300,NEAR OCEAN
-119.79,34.45,24,2746,433,1076,380,5.8635,348700,NEAR OCEAN
-119.75,34.44,28,1080,298,524,251,1.8432,327300,NEAR OCEAN
-119.75,34.45,6,2864,,1404,603,5.5073,263800,NEAR OCEAN
-119.75,34.5,26,3563,579,1479,575,5.9522,438400,<1H OCEAN
-119.73,34.44,38,1729,,801,395,3.1364,357500,NEAR OCEAN
-119.74,34.44,26,4257,1031,1861,950,3.4047,294500,NEAR OCEAN
-119.72,34.43,27,984,299,777,313,2.5694,275000,<1H OCEAN
-119.72,34.43,36,1156,309,521,304,2.6014,320600,<1H OCEAN
-119.71,34.43,18,1170,372,681,346,2.1974,255000,<1H OCEAN
-119.71,34.43,47,1572,417,790,384,2.6429,279200,<1H OCEAN
-119.71,34.44,52,1837,343,711,355,4.1316,443000,<1H OCEAN
-119.71,34.43,48,2408,536,1005,497,3.5213,458600,<1H OCEAN
-119.7,34.43,52,977,289,412,272,2.125,300000,<1H OCEAN
-119.72,34.47,34,3262,533,1265,502,5.8411,381800,<1H OCEAN
-119.71,34.44,41,2220,367,927,355,5.3184,376000,<1H OCEAN
-119.72,34.44,39,1489,304,700,268,3.8819,289900,<1H OCEAN
-119.73,34.45,44,2261,328,763,294,6.7449,415600,<1H OCEAN
-119.74,34.45,29,2526,388,1092,409,6.0597,383100,<1H OCEAN
-119.69,34.43,44,2440,485,1011,442,4.149,443600,<1H OCEAN
-119.69,34.43,43,1257,311,671,263,2.875,280600,<1H OCEAN
-119.68,34.44,23,2600,398,917,374,8.7394,500001,<1H OCEAN
-119.66,34.44,26,2790,413,1014,397,6.5631,500001,<1H OCEAN
-119.67,34.44,32,3202,537,1316,538,5.2888,463800,<1H OCEAN
-119.68,34.43,33,1961,462,1693,445,2.9896,236000,<1H OCEAN
-119.67,34.38,28,1814,526,849,420,3.1625,364300,<1H OCEAN
-119.67,34.43,39,1467,381,1404,374,2.3681,241400,<1H OCEAN
-119.67,34.42,23,1333,393,1369,381,2.5947,232600,<1H OCEAN
-119.7,34.42,52,329,109,291,102,1.4722,350000,<1H OCEAN
-119.69,34.42,17,1826,544,1325,532,1.2762,253600,<1H OCEAN
-119.71,34.42,52,1838,692,851,576,1.4851,237500,<1H OCEAN
-119.71,34.42,39,1172,322,606,316,2.16,259100,<1H OCEAN
-119.7,34.42,43,1802,557,1490,538,2.675,247900,<1H OCEAN
-119.72,34.42,37,1635,427,1027,408,3.5905,264700,NEAR OCEAN
-119.72,34.42,49,1610,370,961,351,2.6983,260100,NEAR OCEAN
-119.71,34.42,52,1411,324,1091,306,4.1062,252900,<1H OCEAN
-119.71,34.41,31,1034,319,997,308,2.6538,231800,NEAR OCEAN
-119.71,34.36,34,1706,276,628,243,4.1842,364000,NEAR OCEAN
-119.71,34.4,36,1846,358,748,329,4.2283,326800,NEAR OCEAN
-119.72,34.41,35,871,145,354,154,4.3214,341800,NEAR OCEAN
-119.71,34.41,18,1225,317,694,306,3.6823,255000,NEAR OCEAN
-119.7,34.41,19,2086,575,1701,530,2.8042,236100,NEAR OCEAN
-119.69,34.41,44,1208,357,603,297,2.6103,500000,<1H OCEAN
-119.74,34.43,26,3119,562,1459,562,5.0434,340400,NEAR OCEAN
-119.73,34.43,27,1448,404,978,338,2.303,261000,NEAR OCEAN
-119.73,34.42,25,2024,312,907,335,5.4127,392800,NEAR OCEAN
-119.74,34.41,30,2365,417,1053,409,5.5959,346200,NEAR OCEAN
-119.72,34.41,26,1648,378,954,405,3.2895,335000,NEAR OCEAN
-119.74,34.38,32,1479,287,830,288,5.345,322600,NEAR OCEAN
-119.64,34.43,34,3045,570,1002,488,5.623,500001,<1H OCEAN
-119.64,34.43,32,1872,318,749,296,4.625,500001,<1H OCEAN
-119.63,34.44,37,3188,442,984,376,9.4522,500001,<1H OCEAN
-119.53,34.41,8,1705,400,886,391,3.9659,297400,<1H OCEAN
-119.51,34.4,24,3422,596,1763,601,5.2039,301300,NEAR OCEAN
-119.52,34.39,23,1414,365,889,345,2.6397,250000,NEAR OCEAN
-119.52,34.4,20,1834,477,1305,417,3.2125,251000,NEAR OCEAN
-119.53,34.4,14,1671,383,1079,365,3.1389,248700,<1H OCEAN
-119.55,34.38,17,1951,368,681,350,2.7275,500001,<1H OCEAN
-119.59,34.43,28,2718,542,1066,442,4.2059,500001,<1H OCEAN
-119.5,34.35,39,308,38,59,21,11.7794,500001,NEAR OCEAN
-119.72,34.77,35,2469,553,1168,427,2.4583,62100,<1H OCEAN
-120.27,34.72,14,1289,277,693,237,3.2569,230800,<1H OCEAN
-120.2,34.63,14,2647,515,1487,488,4.4519,227900,NEAR OCEAN
-120.13,34.63,11,2137,339,916,338,5.5221,394900,NEAR OCEAN
-120.14,34.6,22,2136,465,1143,409,2.9479,243100,NEAR OCEAN
-120.14,34.59,9,2536,499,832,385,2.5743,309800,NEAR OCEAN
-120.04,34.72,13,3942,585,1542,515,6.6054,500001,NEAR OCEAN
-120.08,34.64,18,2375,429,1048,369,4.2222,375000,NEAR OCEAN
-120.09,34.62,18,2708,382,988,359,5.5194,367000,NEAR OCEAN
-120.09,34.61,11,586,125,317,74,2.8906,84400,NEAR OCEAN
-120.01,34.54,30,2992,609,1288,465,3.9375,292900,NEAR OCEAN
-120.45,34.91,16,712,147,355,162,2.56,150000,<1H OCEAN
-120.45,34.88,15,2143,286,929,315,5.7306,269700,<1H OCEAN
-120.45,34.87,4,1533,221,545,191,7.5696,328700,<1H OCEAN
-120.45,34.86,23,3415,778,1492,633,2.2791,114800,NEAR OCEAN
-120.4,34.85,26,2384,385,1323,400,4.8185,157900,<1H OCEAN
-120.43,34.86,17,3172,506,1538,473,4.3125,168100,<1H OCEAN
-120.37,34.9,17,2649,386,1057,362,4.7813,326800,<1H OCEAN
-120.42,34.91,4,6986,1217,2801,1212,3.2135,212700,<1H OCEAN
-120.43,34.9,30,2388,393,1117,375,4.1058,164000,<1H OCEAN
-120.42,34.89,24,2020,307,855,283,5.0099,162500,<1H OCEAN
-120.43,34.89,28,2862,478,1384,463,4.6694,158200,<1H OCEAN
-120.42,34.87,18,2505,376,1162,382,4.8359,195700,<1H OCEAN
-120.43,34.87,26,1699,272,799,266,3.9871,157700,<1H OCEAN
-120.4,34.87,10,2197,329,1064,319,4.9766,199600,<1H OCEAN
-120.41,34.87,15,1534,251,761,240,4.9028,193600,<1H OCEAN
-120.42,34.95,33,3404,711,1579,639,3.1078,146700,<1H OCEAN
-120.43,34.95,43,2020,344,692,310,3.6815,181800,<1H OCEAN
-120.43,34.93,4,2866,648,1311,578,2.8649,186500,<1H OCEAN
-120.43,34.98,21,2725,514,1466,488,3.6639,128600,<1H OCEAN
-120.42,34.96,20,1678,307,840,316,4.4342,160700,<1H OCEAN
-120.43,34.96,24,1799,470,1416,408,2.0673,136900,<1H OCEAN
-120.42,34.96,19,2298,511,1246,513,2.212,132000,<1H OCEAN
-120.42,34.97,18,1932,350,1071,346,4.125,139800,<1H OCEAN
-120.42,34.96,14,2069,343,1240,338,4.5066,149800,<1H OCEAN
-120.41,34.96,21,1774,263,724,237,4.65,152500,<1H OCEAN
-120.4,34.95,8,1885,286,835,290,5.0206,261000,<1H OCEAN
-120.44,34.97,22,1619,360,1509,384,1.7941,110300,<1H OCEAN
-120.45,34.97,25,1920,380,1434,388,3.0368,129300,<1H OCEAN
-120.44,34.96,29,2374,562,1617,463,2.6531,108300,<1H OCEAN
-120.45,34.96,21,2121,445,2211,463,4.0603,117600,<1H OCEAN
-120.44,34.96,39,1228,379,851,341,1.899,113300,<1H OCEAN
-120.45,34.96,26,1949,396,1575,377,2.875,121400,<1H OCEAN
-120.44,34.94,24,2481,476,1101,474,3.1576,147200,<1H OCEAN
-120.44,34.93,15,868,244,1133,253,2.0995,87500,<1H OCEAN
-120.44,34.95,38,3004,794,2601,747,2.2743,106400,<1H OCEAN
-120.44,34.94,29,1877,516,1634,492,1.6875,122700,<1H OCEAN
-120.45,34.94,26,1058,232,891,243,3.6422,120600,<1H OCEAN
-120.54,34.97,23,1353,345,1322,336,1.8185,97800,<1H OCEAN
-120.57,34.96,38,1145,297,1107,296,2.1776,89100,NEAR OCEAN
-120.6,34.91,44,711,140,384,116,2.1094,73800,NEAR OCEAN
-120.48,34.7,26,3069,518,1524,539,4.3162,136400,NEAR OCEAN
-120.46,34.65,22,1298,358,1272,363,1.6488,117500,NEAR OCEAN
-120.47,34.64,8,2482,586,1427,540,3.071,120400,NEAR OCEAN
-120.46,34.64,16,686,217,614,200,0.8106,83300,NEAR OCEAN
-120.45,34.64,30,2330,422,1255,449,3.8512,134600,NEAR OCEAN
-120.45,34.64,40,1051,235,574,201,2.0865,111500,NEAR OCEAN
-120.46,34.65,14,885,223,533,224,2.5966,109300,NEAR OCEAN
-120.47,34.65,16,2549,428,1486,432,4.2875,150700,NEAR OCEAN
-120.44,34.65,30,2265,512,1402,471,1.975,134000,NEAR OCEAN
-120.45,34.65,21,1182,243,733,251,3.1442,131600,NEAR OCEAN
-120.46,34.63,48,1408,301,682,279,2.9271,146600,NEAR OCEAN
-120.47,34.64,16,1912,406,1009,417,3.4063,138000,NEAR OCEAN
-120.45,34.64,34,2571,499,1105,451,3.7778,150000,NEAR OCEAN
-120.44,34.66,22,3231,549,1739,581,4.5417,142400,NEAR OCEAN
-120.46,34.66,5,2904,702,1302,618,3.0081,135200,NEAR OCEAN
-120.39,34.52,40,2162,395,1010,332,2.5667,239300,NEAR OCEAN
-120.48,34.65,26,1933,316,1001,319,4.4628,134400,NEAR OCEAN
-120.47,34.63,23,2441,463,1392,434,3.7917,142200,NEAR OCEAN
-120.45,34.71,21,1868,268,522,255,6.4678,249300,NEAR OCEAN
-120.47,34.7,24,2387,385,1051,382,4.4595,152700,NEAR OCEAN
-120.37,34.69,18,1868,315,747,265,4.7946,290600,NEAR OCEAN
-120.43,34.69,33,2054,373,1067,358,3.6023,128300,NEAR OCEAN
-119.86,34.42,23,1450,642,1258,607,1.179,225000,NEAR OCEAN
-119.85,34.4,14,2307,650,5723,615,2.1652,37500,NEAR OCEAN
-119.88,34.43,16,1734,365,962,391,4.4777,282500,NEAR OCEAN
-119.88,34.42,22,2367,492,1333,488,3.6304,312200,NEAR OCEAN
-119.83,34.45,24,2168,373,934,366,5.4197,280900,NEAR OCEAN
-119.84,34.45,26,4424,616,1839,601,6.3654,331200,NEAR OCEAN
-119.81,34.47,26,4382,618,1728,587,7.4734,432200,NEAR OCEAN
-119.85,34.48,23,1915,277,724,267,6.2987,348200,NEAR OCEAN
-119.89,34.44,25,2786,470,1669,462,5.5184,268300,NEAR OCEAN
-119.92,34.44,17,2143,324,1073,330,6.0321,402600,NEAR OCEAN
-119.86,34.38,28,1062,309,1058,305,1.5071,316700,NEAR OCEAN
-119.86,34.38,26,1626,375,1580,359,2.1471,187500,NEAR OCEAN
-119.81,34.44,23,3172,588,1467,559,4.6806,288900,NEAR OCEAN
-119.83,34.44,26,1739,402,599,368,3.0875,198400,NEAR OCEAN
-119.81,34.44,14,961,305,662,286,3.2115,206300,NEAR OCEAN
-119.82,34.44,16,1414,463,793,439,3.6034,150000,NEAR OCEAN
-119.83,34.44,35,796,281,567,257,2.1389,260000,NEAR OCEAN
-119.77,34.43,22,2552,443,1066,424,5.1271,342500,NEAR OCEAN
-119.79,34.4,20,3104,415,1061,380,9.6885,500001,NEAR OCEAN
-119.8,34.43,27,3143,537,1760,570,4.6957,271500,NEAR OCEAN
-119.79,34.44,25,1479,314,977,309,4.1797,271800,NEAR OCEAN
-119.79,34.43,26,3611,563,2089,540,5.1615,276200,NEAR OCEAN
-121.89,37.36,37,1525,363,1075,374,2.8971,186100,<1H OCEAN
-121.89,37.35,44,1668,380,1143,365,3.2083,181900,<1H OCEAN
-121.9,37.35,52,1034,239,531,223,2.7411,227100,<1H OCEAN
-121.9,37.34,50,1345,287,791,254,3.5966,245800,<1H OCEAN
-121.92,37.34,35,357,120,377,99,3.0139,204200,<1H OCEAN
-121.92,37.34,52,2584,491,1087,433,4.4,391300,<1H OCEAN
-121.92,37.33,52,2962,557,1215,506,4.7768,301100,<1H OCEAN
-121.93,37.33,44,2142,358,846,375,5.4273,421000,<1H OCEAN
-121.91,37.34,35,2189,607,1193,562,2.8042,240900,<1H OCEAN
-121.91,37.33,52,2562,410,973,398,4.8854,330600,<1H OCEAN
-121.9,37.33,34,197,44,152,47,4.05,200000,<1H OCEAN
-121.89,37.33,49,658,318,467,316,0.7068,200000,<1H OCEAN
-121.9,37.33,52,1009,231,929,210,2.5,162500,<1H OCEAN
-121.89,37.33,6,1495,552,1087,557,2.8798,225000,<1H OCEAN
-121.89,37.35,48,1562,439,1469,424,2.5673,177500,<1H OCEAN
-121.89,37.34,20,1106,494,851,448,0.8894,350000,<1H OCEAN
-121.88,37.34,52,1390,365,921,352,2.1442,188900,<1H OCEAN
-121.88,37.35,49,1728,350,1146,391,3.5781,193000,<1H OCEAN
-121.89,37.35,43,1185,296,933,244,2.925,170800,<1H OCEAN
-121.88,37.35,43,1086,219,715,226,4.2381,193500,<1H OCEAN
-121.88,37.34,44,1267,353,1018,327,2.4196,194400,<1H OCEAN
-121.87,37.34,52,1170,215,604,207,2.6667,325900,<1H OCEAN
-121.87,37.34,39,2479,541,1990,506,2.4306,289100,<1H OCEAN
-121.87,37.35,27,3500,1036,3019,955,2.9222,153700,<1H OCEAN
-121.87,37.35,52,1557,424,1580,434,2.3277,183700,<1H OCEAN
-121.86,37.34,40,2277,508,1718,434,3.0089,185200,<1H OCEAN
-121.88,37.33,35,3300,1154,3120,1075,1.473,213600,<1H OCEAN
-121.88,37.33,45,1192,371,1084,345,2.8594,205900,<1H OCEAN
-121.89,37.32,34,1014,246,952,215,2.8864,172500,<1H OCEAN
-121.88,37.32,40,1331,374,1276,389,2.7546,172500,<1H OCEAN
-121.89,37.32,41,977,265,865,253,3.2317,184800,<1H OCEAN
-121.9,37.31,52,2125,431,1014,443,5.8186,281100,<1H OCEAN
-121.91,37.32,42,1067,256,608,280,3.0096,180800,<1H OCEAN
-121.93,37.32,52,1460,492,1165,455,2.5833,167500,<1H OCEAN
-121.94,37.32,46,2451,472,1163,448,4.8519,225800,<1H OCEAN
-121.92,37.32,39,836,254,704,272,3.5256,192600,<1H OCEAN
-121.92,37.32,28,2089,641,1666,587,2.3633,198400,<1H OCEAN
-121.94,37.31,5,2364,578,1102,502,5.2642,246400,<1H OCEAN
-121.94,37.3,26,4348,814,2347,810,4.7275,293000,<1H OCEAN
-121.93,37.31,26,2182,704,1638,704,2.8981,229800,<1H OCEAN
-121.92,37.31,26,3242,780,2100,741,3.1107,247900,<1H OCEAN
-121.93,37.31,29,1377,430,969,399,2.6573,252800,<1H OCEAN
-121.93,37.3,14,6277,1742,3025,1630,4.0653,234200,<1H OCEAN
-121.92,37.3,35,1335,296,635,296,3.6053,345800,<1H OCEAN
-121.91,37.31,46,3052,587,1373,590,4.7287,340000,<1H OCEAN
-121.91,37.3,43,828,151,446,145,4.4375,327600,<1H OCEAN
-121.91,37.3,31,616,131,185,107,3.625,265000,<1H OCEAN
-121.88,37.31,28,3085,552,1277,512,4.5795,262800,<1H OCEAN
-121.89,37.3,52,2071,362,825,364,4.2414,284800,<1H OCEAN
-121.9,37.3,52,1456,269,582,277,5.036,296600,<1H OCEAN
-121.88,37.3,42,1867,398,927,389,4.325,247000,<1H OCEAN
-121.89,37.3,47,2355,426,961,428,5.3955,282300,<1H OCEAN
-121.89,37.29,38,1568,351,710,339,2.7042,286600,<1H OCEAN
-121.9,37.29,36,1389,225,623,223,6.6331,283300,<1H OCEAN
-121.91,37.29,36,945,149,371,158,5.6266,320500,<1H OCEAN
-121.91,37.29,18,3597,664,1321,593,5.3077,351400,<1H OCEAN
-121.92,37.29,32,1260,199,560,207,6.5858,346700,<1H OCEAN
-121.93,37.28,10,3163,832,1537,797,4.1674,214000,<1H OCEAN
-121.94,37.28,27,2859,464,1144,430,5.0822,327500,<1H OCEAN
-121.94,37.27,23,1932,552,997,482,3.662,211900,<1H OCEAN
-121.94,37.26,43,2104,388,1137,403,4.9236,238000,<1H OCEAN
-121.95,37.26,10,3611,803,1599,716,5.2,248700,<1H OCEAN
-121.94,37.25,16,3942,749,1894,737,5.2894,332800,<1H OCEAN
-121.92,37.26,33,1306,259,762,237,4.5208,230700,<1H OCEAN
-121.91,37.25,31,1944,343,975,334,4.9205,240500,<1H OCEAN
-121.92,37.27,33,3280,569,1583,559,4.5625,253500,<1H OCEAN
-121.93,37.27,28,3428,753,1753,729,4.1033,281000,<1H OCEAN
-121.92,37.27,29,5536,862,2651,881,5.6358,282100,<1H OCEAN
-121.91,37.28,29,5650,817,2098,813,6.4285,337300,<1H OCEAN
-121.9,37.27,33,3410,583,1739,588,5.0714,255600,<1H OCEAN
-121.9,37.25,20,5483,1079,2892,1057,4.6845,250000,<1H OCEAN
-121.9,37.26,20,4447,661,2062,660,6.8088,283300,<1H OCEAN
-121.91,37.26,32,3776,620,1790,612,5.4675,261100,<1H OCEAN
-121.89,37.25,23,2705,449,1180,442,6.0791,316500,<1H OCEAN
-121.88,37.26,25,3025,689,1755,661,3.8893,218600,<1H OCEAN
-121.88,37.26,13,1676,471,710,406,3.8936,225900,<1H OCEAN
-121.89,37.25,21,2080,352,1040,325,5.2887,264500,<1H OCEAN
-121.89,37.29,36,2959,529,1125,520,4.2614,268800,<1H OCEAN
-121.9,37.28,34,4613,749,2050,725,5.3922,302900,<1H OCEAN
-121.89,37.28,32,4308,717,2002,695,4.1645,281900,<1H OCEAN
-121.88,37.27,24,4567,688,2102,695,5.6895,289000,<1H OCEAN
-121.89,37.27,28,1481,256,688,221,5.2088,240900,<1H OCEAN
-121.87,37.32,36,1471,360,1182,326,2.7031,175800,<1H OCEAN
-121.88,37.32,45,2213,564,1920,514,3.2806,164200,<1H OCEAN
-121.87,37.3,28,859,199,455,211,2.3293,215900,<1H OCEAN
-121.87,37.3,14,360,124,134,84,2.7411,112500,<1H OCEAN
-121.86,37.32,13,2519,581,2094,530,4.3621,173400,<1H OCEAN
-121.84,37.32,14,5762,1538,3979,1389,3.6953,192600,<1H OCEAN
-121.85,37.33,19,735,158,597,134,4.5208,188100,<1H OCEAN
-121.84,37.32,16,1866,364,1835,412,5.3363,212800,<1H OCEAN
-121.87,37.28,21,3305,749,2459,701,3.9688,249600,<1H OCEAN
-121.85,37.28,17,4208,954,1476,904,2.3971,87500,<1H OCEAN
-121.85,37.3,19,6275,1546,4312,1466,2.7768,178600,<1H OCEAN
-121.84,37.29,4,2937,648,1780,665,4.3851,160400,<1H OCEAN
-121.83,37.31,19,11181,1895,7817,1853,5.6058,232700,<1H OCEAN
-121.81,37.29,15,5957,1037,3838,997,6.2907,253100,<1H OCEAN
-121.82,37.28,33,2873,489,1946,475,5.0709,176400,<1H OCEAN
-121.83,37.29,20,1649,408,1729,362,3.3833,115200,<1H OCEAN
-121.83,37.28,19,2644,833,2317,780,3.1042,183100,<1H OCEAN
-121.83,37.29,20,2308,461,2223,456,4.2589,191000,<1H OCEAN
-121.83,37.32,17,1887,664,1906,597,2.5652,165300,<1H OCEAN
-121.82,37.31,15,1504,294,1267,291,5.5145,219400,<1H OCEAN
-121.81,37.31,15,1898,395,1527,381,4.4792,212500,<1H OCEAN
-121.82,37.32,10,2506,623,2634,622,3.135,231400,<1H OCEAN
-121.83,37.32,26,1125,210,943,214,4.825,181000,<1H OCEAN
-121.8,37.34,25,1642,297,1146,279,5.2088,231400,<1H OCEAN
-121.79,37.34,20,2018,328,1196,323,4.9318,262400,<1H OCEAN
-121.78,37.34,21,1959,292,891,300,7.375,338400,<1H OCEAN
-121.77,37.33,8,3088,474,1799,456,7.2707,355300,<1H OCEAN
-121.78,37.34,11,3195,410,1774,418,7.0671,378200,<1H OCEAN
-121.79,37.33,18,3611,614,2381,642,5.6345,231000,<1H OCEAN
-121.78,37.33,10,2829,394,1510,386,6.68,359500,<1H OCEAN
-121.8,37.32,23,1829,346,1277,324,4.8092,217400,<1H OCEAN
-121.79,37.32,6,2850,561,2160,581,5.5336,241900,<1H OCEAN
-121.76,37.33,5,4153,719,2435,697,5.6306,286200,<1H OCEAN
-121.81,37.31,15,1794,366,1533,371,5.7843,209900,<1H OCEAN
-121.8,37.3,16,906,149,605,148,4.8173,235600,<1H OCEAN
-121.8,37.31,21,2630,446,1789,389,5.0543,232000,<1H OCEAN
-121.78,37.31,25,2093,297,983,338,6.4664,271500,<1H OCEAN
-121.76,37.28,17,660,129,431,123,4.9097,241000,<1H OCEAN
-121.78,37.31,7,1973,328,1047,303,6.234,292200,<1H OCEAN
-121.76,37.29,15,2267,348,1150,327,7.1267,277900,<1H OCEAN
-121.75,37.3,23,1801,415,548,393,2.5052,133700,<1H OCEAN
-121.75,37.29,15,1486,310,455,296,4.3365,221000,<1H OCEAN
-121.84,37.33,28,1535,330,1937,317,4.1146,160100,<1H OCEAN
-121.83,37.32,21,4559,1163,5124,1124,3.2052,179000,<1H OCEAN
-121.82,37.34,23,7609,1446,6034,1414,4.8424,195300,<1H OCEAN
-121.81,37.35,29,2396,452,2000,481,4.375,185500,<1H OCEAN
-121.8,37.35,17,2529,423,1756,429,5.1017,240700,<1H OCEAN
-121.83,37.33,27,3127,610,3257,604,4.6333,173600,<1H OCEAN
-121.83,37.34,26,1848,339,1952,327,4.087,182500,<1H OCEAN
-121.86,37.35,35,2391,605,1886,595,2.5551,182100,<1H OCEAN
-121.85,37.34,27,1481,409,1505,391,2.5769,137500,<1H OCEAN
-121.85,37.35,29,3515,807,3572,776,2.7562,160100,<1H OCEAN
-121.86,37.37,15,8162,2124,8793,2086,3.3306,210300,<1H OCEAN
-121.85,37.36,15,3148,1116,3556,1037,3.0466,159600,<1H OCEAN
-121.85,37.36,11,2109,592,2744,607,4.0452,205900,<1H OCEAN
-121.84,37.38,34,762,182,611,193,3.5625,201800,<1H OCEAN
-121.84,37.39,31,5524,914,2848,879,5.5592,229900,<1H OCEAN
-121.84,37.38,33,835,181,781,169,5.1082,195800,<1H OCEAN
-121.83,37.37,43,821,149,370,135,4.25,209100,<1H OCEAN
-121.84,37.37,42,1237,232,900,241,3.8571,187500,<1H OCEAN
-121.82,37.37,40,802,149,445,143,4.0446,196300,<1H OCEAN
-121.83,37.36,22,3936,860,3508,877,4.2312,183800,<1H OCEAN
-121.82,37.37,41,1558,281,970,304,4.4167,215200,<1H OCEAN
-121.82,37.36,33,1624,337,1412,323,4.0385,167600,<1H OCEAN
-121.82,37.37,42,2913,577,1873,580,3.7214,167900,<1H OCEAN
-121.82,37.39,37,4137,636,1569,578,6.1008,286200,<1H OCEAN
-121.81,37.38,29,570,76,244,72,12.3292,416700,<1H OCEAN
-121.81,37.37,24,962,146,492,155,7.2861,328000,<1H OCEAN
-121.81,37.36,20,3189,420,1234,389,7.5813,374100,<1H OCEAN
-121.87,37.39,16,2655,487,1862,448,6.057,246800,<1H OCEAN
-121.87,37.38,16,3275,529,1863,527,5.5429,269100,<1H OCEAN
-121.87,37.41,17,3719,588,2089,561,6.7867,273700,<1H OCEAN
-121.86,37.4,19,4043,764,2196,708,6.1504,268400,<1H OCEAN
-121.86,37.39,17,1777,328,1235,329,5.4225,258100,<1H OCEAN
-121.82,37.42,13,3752,572,1581,526,6.1091,329400,<1H OCEAN
-121.84,37.4,25,1866,271,840,275,6.8677,288500,<1H OCEAN
-121.9,37.4,16,2998,603,1606,615,3.7622,150000,<1H OCEAN
-121.9,37.37,20,78,72,120,69,1.0938,187500,<1H OCEAN
-121.87,37.38,14,3851,534,2052,478,7.0735,335600,<1H OCEAN
-121.89,37.39,2,1136,365,535,257,4.375,425000,<1H OCEAN
-121.89,37.38,3,4778,1047,2522,990,5.7695,271400,<1H OCEAN
-121.86,37.4,16,2391,369,1419,373,5.8721,267800,<1H OCEAN
-121.85,37.41,25,1837,278,1006,271,6.6842,265300,<1H OCEAN
-121.86,37.41,16,2938,589,1718,568,5.5073,178900,<1H OCEAN
-121.86,37.41,16,1603,287,1080,296,6.1256,266900,<1H OCEAN
-121.86,37.41,16,2411,420,1671,442,6.5004,263600,<1H OCEAN
-121.9,37.44,4,1646,408,853,410,5.0821,265500,<1H OCEAN
-121.89,37.44,8,2534,,1527,364,7.8532,422800,<1H OCEAN
-121.88,37.43,31,2573,474,1898,475,5.6651,204100,<1H OCEAN
-121.85,37.44,8,426,61,241,55,7.309,367900,<1H OCEAN
-121.87,37.41,24,3308,548,1891,544,5.6683,248700,<1H OCEAN
-121.86,37.42,20,5032,808,2695,801,6.6227,264800,<1H OCEAN
-121.88,37.44,17,1621,299,1028,293,5.2722,186900,<1H OCEAN
-121.88,37.44,26,1471,348,1089,320,5.3057,226400,<1H OCEAN
-121.89,37.46,5,1519,186,705,186,10.3798,500001,<1H OCEAN
-121.89,37.45,15,2428,513,1687,519,4.75,254400,<1H OCEAN
-121.87,37.46,43,91,12,58,16,15.0001,500001,<1H OCEAN
-121.91,37.46,26,2762,496,1716,459,5.6062,226800,<1H OCEAN
-121.9,37.45,16,2952,446,1525,460,5.6063,320500,<1H OCEAN
-121.9,37.41,24,4759,921,3188,902,5.6344,228700,<1H OCEAN
-121.92,37.45,10,3937,1054,2032,1002,3.2617,252200,<1H OCEAN
-121.91,37.44,19,2174,484,1645,484,5.0362,255100,<1H OCEAN
-121.91,37.43,33,2791,496,1714,485,4.8304,224900,<1H OCEAN
-121.96,37.43,18,2514,578,2205,545,3.3859,158000,<1H OCEAN
-121.99,37.4,24,3217,689,1196,684,3.4896,226700,<1H OCEAN
-121.99,37.39,25,3495,834,2484,797,4.8145,230700,<1H OCEAN
